Date,Open,High,Low,Close,Volume,Adj Close
2013-10-14,58.40,58.40,57.95,58.00,6598000,55.32
2013-10-11,58.85,58.95,58.40,58.45,9023000,55.75
2013-10-09,58.10,58.35,58.00,58.20,5986000,55.51
2013-10-08,57.85,58.45,57.80,58.35,9421000,55.65
2013-10-07,58.15,58.15,57.85,57.90,4795000,55.22
2013-10-04,58.50,58.55,58.25,58.45,16634000,55.75
2013-10-03,57.50,58.80,57.45,58.55,23716000,55.84
2013-10-02,57.50,57.50,57.25,57.35,11284000,54.70
2013-10-01,57.00,57.30,57.00,57.15,15421000,54.51
2013-09-30,57.00,57.30,56.75,57.15,16659000,54.51
2013-09-27,57.40,57.55,57.35,57.40,4748000,54.74
2013-09-26,57.70,57.80,57.20,57.25,4335000,54.60
2013-09-25,58.00,58.00,57.60,57.80,4157000,55.13
2013-09-24,58.00,58.10,57.75,58.05,10097000,55.36
2013-09-23,57.55,58.15,57.50,58.00,10235000,55.32
2013-09-18,57.90,58.00,57.55,57.55,14779000,54.89
2013-09-17,57.50,57.75,57.50,57.75,6229000,55.08
2013-09-16,57.45,57.95,57.45,57.80,14794000,55.13
2013-09-13,57.50,57.60,57.10,57.10,5598000,54.46
2013-09-12,57.40,57.70,57.30,57.55,12966000,54.89
2013-09-11,57.50,57.50,57.10,57.50,20496000,54.84
2013-09-10,57.35,57.60,57.15,57.35,23371000,54.70
2013-09-09,57.00,57.30,56.70,57.20,17015000,54.55
2013-09-06,56.85,57.05,56.85,57.00,22366000,54.36
2013-09-05,56.70,56.95,56.55,56.90,21384000,54.27
2013-09-04,56.50,56.60,56.25,56.55,10455000,53.93
2013-09-03,56.60,56.70,56.40,56.65,20535000,54.03
2013-09-02,55.95,56.40,55.90,56.30,20765000,53.69
2013-08-30,55.60,55.85,55.40,55.85,11346000,53.27
2013-08-29,54.85,55.60,54.85,55.50,12764000,52.93
2013-08-28,54.35,54.75,54.30,54.75,9554000,52.22
2013-08-27,55.00,55.00,54.60,54.60,7308000,52.07
2013-08-26,55.00,55.20,54.75,55.10,6622000,52.55
2013-08-23,54.50,55.00,54.50,54.85,16766000,52.31
2013-08-22,54.30,54.35,53.85,54.15,30539000,51.64
2013-08-21,54.60,54.60,54.60,54.60,000,52.07
2013-08-20,54.85,55.15,54.50,54.60,19803000,52.07
2013-08-19,55.05,55.10,54.85,55.10,8416000,52.55
2013-08-16,54.65,55.45,54.65,55.25,17771000,52.69
2013-08-15,54.85,55.05,54.50,55.00,17372000,52.45
2013-08-14,55.55,55.55,55.10,55.40,11076000,52.84
2013-08-13,55.35,55.55,55.30,55.55,7612000,52.98
2013-08-12,55.00,55.05,54.70,55.00,11998000,52.45
2013-08-09,54.90,55.10,54.65,54.85,25696000,52.31
2013-08-08,55.00,55.10,54.80,54.90,25006000,52.36
2013-08-07,55.55,55.55,55.10,55.10,20857000,52.55
2013-08-06,56.40,56.40,55.75,55.90,20706000,53.31
2013-08-05,56.50,56.80,56.25,56.70,2866000,54.08
2013-08-02,56.60,57.00,56.35,56.55,6812000,53.93
2013-08-01,56.55,56.65,56.05,56.20,7433000,53.60
2013-07-31,56.95,56.95,56.55,56.60,4325000,53.98
2013-07-30,56.75,57.15,56.50,56.95,10084000,54.31
2013-07-29,56.70,56.85,56.25,56.50,5907000,53.89
2013-07-26,57.00,57.40,56.70,56.90,4877000,54.27
2013-07-25,56.80,57.15,56.50,57.00,4103000,54.36
2013-07-24,56.80,57.15,56.80,56.90,4946000,54.27
2013-07-23,56.50,57.20,56.50,57.05,8941000,54.41
2013-07-22,56.15,56.40,56.10,56.15,5243000,53.55
2013-07-19,56.90,56.90,55.75,55.95,24656000,53.36
2013-07-18,57.60,57.65,57.10,57.20,12625000,54.55
2013-07-17,57.40,57.75,57.35,57.60,12970000,54.93
2013-07-16,57.50,57.60,57.35,57.50,9524000,54.84
2013-07-15,57.35,57.70,57.10,57.50,14142000,54.84
2013-07-12,57.20,57.40,57.10,57.35,12910000,54.70
2013-07-11,56.75,57.40,56.70,57.20,30246000,54.55
2013-07-10,55.75,56.30,55.65,55.80,9088000,53.22
2013-07-09,55.00,55.70,54.95,55.65,4046000,53.07
2013-07-08,56.05,56.05,54.95,55.00,8625000,52.45
2013-07-05,55.25,56.05,55.20,56.05,17632000,53.46
2013-07-04,54.90,55.15,54.80,54.95,4864000,52.41
2013-07-03,55.20,55.40,54.85,54.85,6958000,52.31
2013-07-02,55.65,55.75,55.45,55.50,4648000,52.93
2013-07-01,54.80,55.70,54.80,55.60,13752000,53.03
2013-06-28,54.40,55.10,54.30,55.10,13493000,52.55
2013-06-27,54.05,54.35,53.90,54.35,22227000,51.83
2013-06-26,53.60,53.80,53.30,53.70,9873000,51.21
2013-06-25,53.30,53.70,52.95,53.00,19387000,50.55
2013-06-24,53.40,53.50,53.10,53.40,21204000,50.93
2013-06-21,54.10,54.10,53.25,53.60,34584000,51.12
