Date,Open,High,Low,Close,Volume,Adj Close
2014-06-19,9288.69043,9324.40039,9283.37988,9316.80957,2202700,9316.80957
2014-06-18,9257.65039,9316.63965,9204.34961,9279.92969,3014200,9279.92969
2014-06-17,9223.01953,9249.87012,9200.86035,9240.59961,2507800,9240.59961
2014-06-16,9196.23047,9214.19043,9179.55957,9202.92969,2374500,9202.92969
2014-06-13,9192.73047,9207.74023,9171.50977,9196.38965,2357800,9196.38965
2014-06-12,9209.99023,9220.88965,9186.79004,9204.65039,2618000,9204.65039
2014-06-11,9218.50,9229.7998,9204.75977,9229.7998,2437300,9229.7998
2014-06-10,9181.90039,9222.37012,9171.75,9222.37012,2518700,9222.37012
2014-06-09,9153.92969,9166.58008,9138.92969,9162.74023,2464400,9162.74023
2014-06-06,9167.83008,9174.76953,9122.55957,9134.45996,2858700,9134.45996
2014-06-05,9127.55957,9140.71973,9094.12988,9140.71973,2772700,9140.71973
2014-06-04,9135.00977,9140.5498,9114.17969,9119.95996,2575200,9119.95996
2014-06-03,9106.61035,9128.33984,9070.4502,9123.45996,2367700,9123.45996
2014-05-30,9130.66016,9139.57031,9075.91016,9075.91016,3481800,9075.91016
2014-05-29,9123.45996,9131.66016,9093.57031,9109.00,2347400,9109.00
2014-05-28,9072.04004,9125.13965,9069.88965,9121.70996,2500300,9121.70996
2014-05-27,9045.08008,9059.19043,9035.69043,9055.29004,2064100,9055.29004
2014-05-26,9040.49023,9053.75,9026.76953,9036.12012,2254800,9036.12012
2014-05-23,8960.79004,9008.21973,8960.79004,9008.21973,2229400,9008.21973
2014-05-22,8899.82031,8969.62988,8899.82031,8969.62988,2030100,8969.62988
2014-05-21,8894.16016,8905.04004,8848.53027,8862.41992,1651800,8862.41992
2014-05-20,8922.08008,8930.79004,8887.79004,8887.79004,1739900,8887.79004
2014-05-19,8901.54004,8912.34961,8877.45996,8899.90039,1798700,8899.90039
2014-05-16,8857.12012,8896.71973,8816.91992,8888.4502,1797600,8888.4502
2014-05-15,8852.91992,8880.65039,8839.44043,8880.65039,1708000,8880.65039
2014-05-14,8842.0498,8875.16016,8812.19043,8875.16016,2097100,8875.16016
2014-05-13,8865.61035,8886.66016,8809.05957,8817.94043,2167800,8817.94043
2014-05-12,8893.71973,8898.30957,8803.42969,8808.61035,2068600,8808.61035
2014-05-09,8943.13965,8945.62988,8878.32031,8889.69043,2428800,8889.69043
2014-05-08,8925.20996,8941.45996,8891.74023,8930.90039,2466100,8930.90039
2014-05-07,8903.71973,8911.03027,8856.98047,8893.21973,2352500,8893.21973
2014-05-06,8888.4502,8927.38965,8853.71973,8912.38965,2300600,8912.38965
2014-05-05,8895.87012,8911.08008,8844.4502,8870.42969,1935700,8870.42969
2014-05-02,8846.86035,8875.90039,8839.91992,8867.32031,2118600,8867.32031
2014-04-30,8885.7002,8890.08984,8791.44043,8791.44043,2414300,8791.44043
2014-04-29,8845.59961,8884.48047,8833.37012,8872.11035,2084300,8872.11035
2014-04-28,8680.13965,8825.92969,8671.65039,8809.70996,2347800,8809.70996
2014-04-25,8945.80957,8951.05957,8749.50977,8774.12012,3379600,8774.12012
2014-04-24,8968.82031,8971.94043,8926.5498,8945.4502,2391300,8945.4502
2014-04-23,9009.58984,9022.28027,8947.86035,8956.91992,2615700,8956.91992
2014-04-22,8956.21973,8989.05957,8955.19043,8974.70996,2187000,8974.70996
2014-04-21,8961.51953,8965.58008,8938.46973,8951.19043,1811600,8951.19043
2014-04-18,8994.76953,9002.7002,8945.55957,8966.66016,1853200,8966.66016
2014-04-17,8942.23047,8962.66016,8921.55957,8944.16016,2287200,8944.16016
2014-04-16,8921.07031,8968.55957,8894.29004,8923.82031,2175300,8923.82031
2014-04-15,8898.65039,8918.94043,8889.44043,8916.70996,2081400,8916.70996
2014-04-14,8897.23047,8899.50977,8852.66016,8857.41992,1785900,8857.41992
2014-04-11,8900.12988,8909.96973,8848.24023,8908.0498,2296800,8908.0498
2014-04-10,8964.33984,8978.51953,8898.2998,8948.09961,2782700,8948.09961
2014-04-09,8912.38965,8936.57031,8912.38965,8930.57031,2341700,8930.57031
2014-04-08,8878.87988,8899.12012,8860.7002,8888.25,2079300,8888.25
2014-04-07,8844.91016,8876.44043,8828.58984,8876.44043,2350400,8876.44043
2014-04-03,8902.94043,8913.74023,8871.16016,8888.54004,2584100,8888.54004
2014-04-02,8906.51953,8922.79004,8883.13965,8905.4502,2439600,8905.4502
2014-04-01,8847.33984,8873.15039,8826.16016,8873.15039,2291600,8873.15039
2014-03-31,8802.92969,8849.28027,8769.96973,8849.28027,2044700,8849.28027
2014-03-28,8779.91016,8812.41016,8751.07031,8774.63965,2284900,8774.63965
2014-03-27,8737.55957,8780.41992,8723.82031,8779.57031,2333300,8779.57031
2014-03-26,8741.03027,8746.70996,8717.79004,8737.26953,2308500,8737.26953
2014-03-25,8589.19043,8689.2998,8589.19043,8689.2998,2018100,8689.2998
2014-03-24,8540.26953,8605.37988,8508.00977,8605.37988,1978400,8605.37988
2014-03-21,8642.82031,8642.82031,8562.57031,8577.16992,2469800,8577.16992
2014-03-20,8638.58984,8638.58984,8580.40039,8597.33008,2381800,8597.33008
2014-03-19,8745.01953,8749.7998,8682.75,8689.45996,2362300,8689.45996
2014-03-18,8747.37988,8759.5498,8713.50977,8731.94043,2490300,8731.94043
2014-03-17,8697.25977,8708.40039,8662.49023,8700.09961,2240400,8700.09961
2014-03-14,8697.73047,8709.55957,8677.80957,8687.62988,2247300,8687.62988
2014-03-13,8737.80957,8768.66016,8732.15039,8747.79004,2708000,8747.79004
2014-03-12,8671.40039,8684.73047,8651.99023,8684.73047,2232300,8684.73047
2014-03-11,8694.95996,8716.30957,8684.62988,8702.33008,2194700,8702.33008
2014-03-10,8706.42969,8712.87988,8651.54004,8665.24023,2100000,8665.24023
2014-03-07,8754.74023,8787.62012,8698.59961,8713.95996,3139500,8713.95996
2014-03-06,8660.29004,8719.16992,8660.29004,8713.79004,2719200,8713.79004
2014-03-05,8622.19043,8652.21973,8622.19043,8632.92969,2453300,8632.92969
2014-03-04,8583.58008,8595.58984,8554.54004,8554.54004,2380400,8554.54004
2014-03-03,8627.15039,8628.0498,8545.24023,8601.98047,2549200,8601.98047
2014-02-27,8626.50977,8647.90039,8615.41016,8639.58008,2515200,8639.58008
2014-02-26,8569.04004,8626.67969,8563.87012,8600.86035,2598300,8600.86035
2014-02-25,8581.13965,8598.73047,8564.50977,8575.62012,2395800,8575.62012
2014-02-24,8603.61035,8612.20996,8541.65039,8560.61035,2464800,8560.61035
2014-02-21,8571.29004,8612.08008,8571.29004,8601.86035,2588600,8601.86035
2014-02-20,8555.26953,8567.50,8513.08008,8524.62012,2399900,8524.62012
2014-02-19,8565.05957,8577.00977,8543.15039,8577.00977,2203700,8577.00977
2014-02-18,8530.80957,8556.23047,8506.05957,8556.23047,1903400,8556.23047
2014-02-17,8537.83008,8558.50,8512.59961,8519.5498,1889000,8519.5498
2014-02-14,8524.54004,8566.99023,8508.24023,8513.67969,2340800,8513.67969
2014-02-13,8506.21973,8511.01953,8467.7002,8467.7002,2100200,8467.7002
2014-02-12,8471.50977,8510.87012,8471.50977,8510.87012,2388700,8510.87012
2014-02-11,8413.86035,8439.33008,8401.54004,8430.55957,1955500,8430.55957
2014-02-10,8416.41992,8447.01953,8391.9502,8391.9502,2048200,8391.9502
